,prozhito_id,sex,occupation_type,relationship_status,education_level,social_class,geographic_type,historical_context,desc_clean
469,3364,M,unknown,unknown,unknown,unknown,unknown,unknown,"из семьи эстонских переселенцев, родился в дальневосточном селе лифляндии. в годы войны - рядовой стрелок. в период ведения дневника - садовод."
470,1563,M,unknown,married,unknown,unknown,unknown,unknown,театральный режиссер. супруг л.д. шокоревой.
471,1564,F,unknown,married,unknown,unknown,unknown,unknown,"педагог, кандидат искусствоведения. жена в.и. шокорева."
472,2338,F,unknown,unknown,unknown,unknown,unknown,unknown,ведущий специалист литературной части санкт-петербургского государственного театра музыкальной комедии. в момент начала ведения дневника &mdash; главный администратор санкт-петербургского отделения стд рф.
473,2810,M,unknown,unknown,unknown,unknown,urban,blockade_witness,свидетель блокады ленинграда.
474,986,M,military,unknown,unknown,unknown,unknown,unknown,"обер-лейтенант вермахта, командир роты. дневник вел во время боевых действий на восточном фронте."
475,2187,F,student,unknown,unknown,unknown,urban,unknown,"школьница, жительница москвы."
476,1980,M,technical,unknown,unknown,unknown,unknown,war_participant,"техник-строитель, участник войны. осужден на 10 лет итл по 58 статье, отбывал в печорлаге."
477,7058,F,unknown,unknown,higher,unknown,urban,blockade_witness,"выпускница первого медицинского института в ленинграде. сотрудница всесоюзного института экспериментальной медицины, затем ленинградского научно-исследовательского института вакцин и сывороток. свидетельница блокады ленинграда."
478,1885,F,intellectual,unknown,higher,unknown,unknown,unknown,"грунтовед, старший научный сотрудник кафедры геокриологии геологического факультета мгу."
479,2309,F,intellectual,parent,unknown,unknown,unknown,unknown,"в годы ведения детского дневника - школьница в тамбове. во время ведения второго - учительница русского языка и литературы, молодая мать."
480,8837,M,technical,unknown,higher,unknown,unknown,war_participant,"курсант московского авиационно-технического института. участник советско-финской и великой отечественной войны. после войны закончил географический факультет мгу.&nbsp;работал в структурах речного и морского флота сср, министерстве рыбного хозяйства. родственник архитектора б.м. иофана."
481,2488,F,unknown,unknown,unknown,unknown,urban,blockade_witness,во время ведения дневника - техприемщица на заводе &quot;ленинградский металлист&quot;.&nbsp;свидетельница блокады ленинграда.
482,3673,M,unknown,parent,unknown,unknown,urban,war_participant,"участник войны, старшина. участвовал в смоленском наступлении, оборонял киев, харьков, воронеж, участвовал в сталинградской битве. войну закончил в австрии. отец петра эстрина."
483,335,M,intellectual,unknown,unknown,unknown,urban,unknown,"научный сотрудник вэи, инженер. в сентябре 1944 г. был в казахстане."
484,5125,M,unknown,married,unknown,unknown,unknown,war_participant,участник гражданской войны. в начале 1920-х годов эмигрировал в польшу. муж галины максимовой.
485,4385,M,unknown,unknown,unknown,unknown,unknown,unknown,участник экспедиции дрейфующей станции.
486,857,M,unknown,unknown,higher,unknown,urban,unknown,"военинженер 1 ранга, начальник кафедры электро-технического факультета ленинградской электротехнической академии ркка. впоследствии репрессирован, умер в севвостлаге."
487,9733,F,unknown,unknown,higher,unknown,urban,unknown,жительница ленинграда. выпускница литературного факультета ленинградского государственного педагогического&nbsp;института им. а. и. герцена. вела дневник в 1953 году.
488,3510,M,military,unknown,unknown,unknown,unknown,war_participant,"фронтовик, закончил войну младшим лейтенантом. после служил в авиачастях одесского военного округа, а затем работал на одесском авиаремонтном заводе."
489,2573,F,intellectual,unknown,unknown,unknown,unknown,unknown,"историк, специалист по истории православной культуры зауралья. супруга эдуарда яновича."
490,6921,F,creative,unknown,unknown,unknown,urban,unknown,"януш (до замуж. никитина) мария федоровна (1908-1988) - актриса пермского областного театра юного зрителя, заслуженная артистка рсфср родилась в 1908 году в г. иркутск иркутской губ. в семье дворянина ф.с. никитина. в 1917 г. переехала с родителями в г. новомиргород херсонской губ. в 1923-1924 гг. обучалась на педагогических курсах в г. кировоград украинской сср, окончила курсы библиотекарей. после переезда с мужем в г. ширабад узбекской сср работала в городской библиотеке. увлекалась театром, с 1929 г. начала играть в передвижном театральном коллективе &quot;красная заря&quot; в г. новомиргород, затем в драматических театрах г. ашхабад туркменской сср, г. грозный чечено-ингушской асср, г. таганрог азовско-черноморского края, г. тбилиси грузинской сср и др. с 1941 по 1957 год работала в молотовском областном драматическом театре, во время великой отечественной войны в составе фронтовой концертной бригады выезжала на фронт. окончив гитис, работала до 1961 г. в кировском областном драматическом театре. с 1962 г. работала в пермской областной филармонии, затем в театре юного зрителя до 1988 г. награждена медалью &quot;за доблестный труд в великой отечественной войне 1941-1945 гг.&quot;. удостоена звания &quot;заслуженный артист рсфср&quot;. умерла в 1988 году."
491,5083,F,student,unknown,higher,unknown,unknown,unknown,школьница из села шестаково (кировская область). вела дневник в 1960-х годах. участница женского ссо «эос» уральского университета (1970–1971 гг.).
492,377,F,student,unknown,unknown,unknown,unknown,unknown,школьница из казахстана. вела дневник в марте 1953 г.
493,1218,M,intellectual,unknown,higher,unknown,unknown,unknown,"физик, в годы ведения дневника - школьник, после - студент физического факультета лгу."
494,1219,M,military,unknown,unknown,unknown,unknown,war_participant,"старший лейтенант, участник второй мировой войны."
495,1846,M,military,unknown,unknown,unknown,unknown,war_participant,"капитан, участник первой мировой войны."
